prompt,response,instructions
"Attacker HP: 1766, MP: 80. Supporter HP: 50, MP: 104. Enemy HP: 4862, MP: 440. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""cura spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2048, MP: 61. Supporter HP: 1059, MP: 21. Enemy HP: 5404, MP: 636. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1204, MP: 86. Supporter HP: 366, MP: 130. Enemy HP: 1447, MP: 432. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 442, MP: 98. Supporter HP: 1094, MP: 167. Enemy HP: 352, MP: 241. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 660, MP: 64. Supporter HP: 248, MP: 114. Enemy HP: 4995, MP: 55. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2079, MP: 36. Supporter HP: 1909, MP: 127. Enemy HP: 5369, MP: 160. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [blizzard spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2364, MP: 47. Supporter HP: 196, MP: 122. Enemy HP: 5673, MP: 692. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 708, MP: 84. Supporter HP: 825, MP: 176. Enemy HP: 5817, MP: 518. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 378, MP: 1. Supporter HP: 1100, MP: 131. Enemy HP: 6363, MP: 73. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [elixer] to fully restore MP and HP"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 587, MP: 59. Supporter HP: 509, MP: 97. Enemy HP: 1945, MP: 448. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""cura spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 685, MP: 10. Supporter HP: 880, MP: 17. Enemy HP: 7603, MP: 426. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1637, MP: 93. Supporter HP: 1365, MP: 63. Enemy HP: 7004, MP: 603. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2395, MP: 75. Supporter HP: 408, MP: 127. Enemy HP: 7102, MP: 551. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2009, MP: 119. Supporter HP: 1508, MP: 173. Enemy HP: 5279, MP: 538. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 301, MP: 65. Supporter HP: 2001, MP: 38. Enemy HP: 3291, MP: 392. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 103, MP: 97. Supporter HP: 1329, MP: 4. Enemy HP: 922, MP: 371. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""cura spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 2272, MP: 114. Supporter HP: 2118, MP: 86. Enemy HP: 7492, MP: 356. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1248, MP: 68. Supporter HP: 1550, MP: 76. Enemy HP: 2904, MP: 306. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""blizzard spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 818, MP: 110. Supporter HP: 1448, MP: 143. Enemy HP: 3905, MP: 653. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 670, MP: 4. Supporter HP: 2115, MP: 71. Enemy HP: 7617, MP: 189. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1886, MP: 49. Supporter HP: 348, MP: 24. Enemy HP: 5149, MP: 143. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [potion] to restore some HP""}"
"Attacker HP: 502, MP: 8. Supporter HP: 2064, MP: 124. Enemy HP: 2060, MP: 357. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 235, MP: 90. Supporter HP: 2229, MP: 138. Enemy HP: 5233, MP: 416. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 417, MP: 87. Supporter HP: 325, MP: 54. Enemy HP: 7861, MP: 661. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 517, MP: 48. Supporter HP: 781, MP: 158. Enemy HP: 4091, MP: 113. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""elixer"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2528, MP: 77. Supporter HP: 1854, MP: 105. Enemy HP: 6778, MP: 407. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2502, MP: 56. Supporter HP: 1951, MP: 86. Enemy HP: 41, MP: 400. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""cura spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 375, MP: 36. Supporter HP: 16, MP: 149. Enemy HP: 672, MP: 45. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 961, MP: 116. Supporter HP: 1605, MP: 128. Enemy HP: 4502, MP: 94. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 510, MP: 47. Supporter HP: 497, MP: 93. Enemy HP: 3799, MP: 266. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 948, MP: 110. Supporter HP: 233, MP: 174. Enemy HP: 79, MP: 452. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 759, MP: 87. Supporter HP: 2134, MP: 136. Enemy HP: 1740, MP: 401. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""cura spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 288, MP: 65. Supporter HP: 189, MP: 139. Enemy HP: 2298, MP: 509. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 16, MP: 22. Supporter HP: 445, MP: 66. Enemy HP: 3627, MP: 351. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [elixer] to fully restore MP and HP"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 754, MP: 54. Supporter HP: 1080, MP: 43. Enemy HP: 1653, MP: 635. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""meteor spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1216, MP: 64. Supporter HP: 748, MP: 17. Enemy HP: 5226, MP: 515. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1134, MP: 4. Supporter HP: 1471, MP: 104. Enemy HP: 6216, MP: 117. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1012, MP: 2. Supporter HP: 1417, MP: 60. Enemy HP: 1745, MP: 382. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2570, MP: 61. Supporter HP: 633, MP: 39. Enemy HP: 4487, MP: 406. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1034, MP: 63. Supporter HP: 1126, MP: 50. Enemy HP: 1913, MP: 294. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1444, MP: 100. Supporter HP: 1792, MP: 161. Enemy HP: 7321, MP: 544. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 395, MP: 21. Supporter HP: 1688, MP: 113. Enemy HP: 1519, MP: 166. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [elixer] to fully restore MP and HP"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2406, MP: 104. Supporter HP: 398, MP: 136. Enemy HP: 2092, MP: 461. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 585, MP: 29. Supporter HP: 1120, MP: 180. Enemy HP: 1206, MP: 600. Attacker items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 1896, MP: 3. Supporter HP: 1783, MP: 71. Enemy HP: 3522, MP: 73. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 37, MP: 9. Supporter HP: 152, MP: 172. Enemy HP: 3423, MP: 188. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [attack] as no healing items are available"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
